tm,avgTa,minTa,maxTa,sumRn,iscs
2022-12-19,-7.0,-12.0,-2.5,,
2022-12-20,-3.2,-9.5,2.9,,
2022-12-21,-0.1,-2.6,2.6,3.6,{눈}0350-{눈}{강도0}0600-{눈}{강도0}0900-1025. {박무}1020-{박무}{강도0}1200-{박무}{강도0}1500-{박무}{강도1}1800-2015. {눈}1135-1155. {눈}1235-1320. {진눈깨비}1850-{눈}1945-2020.
2022-12-22,-7.8,-11.3,-2.6,,
2022-12-23,-11.8,-13.7,-8.6,,
2022-12-24,-8.4,-13.5,-2.0,,
2022-12-25,-5.4,-9.6,0.2,,
2022-12-26,-3.9,-7.9,1.7,,
2022-12-27,-2.6,-7.3,3.3,,
2022-12-28,-3.3,-6.0,0.1,0.1,{눈}0245-{눈}{강도0}0300-0545.
2022-12-29,-2.9,-7.8,2.1,0.0,{눈}1940-{눈}{강도0}2100-{눈}{강도0}2400-
2022-12-30,-1.8,-4.4,2.3,0.0,-{눈}-0235. {박무}0735-{박무}{강도0}0900-0910.
2022-12-31,-1.2,-5.1,2.1,0.0,{눈}0505-0520. {눈}0855-{눈}{강도0}0900-0915. {눈}1230-1320.
